DATE,DEXJPUS
2001-12-20,128.55
2001-12-21,129.48
2001-12-24,129.90
2001-12-25,.
2001-12-26,130.79
2001-12-27,131.47
2001-12-28,131.30
2001-12-31,131.04
2002-01-01,.
2002-01-02,132.02
2002-01-03,131.76
2002-01-04,131.02
2002-01-07,130.93
2002-01-08,132.53
2002-01-09,132.62
2002-01-10,132.61
2002-01-11,132.17
2002-01-14,131.83
2002-01-15,131.14
2002-01-16,131.77
2002-01-17,132.13
2002-01-18,132.64
2002-01-21,.
2002-01-22,133.98
2002-01-23,134.25
2002-01-24,134.64
2002-01-25,134.47
2002-01-28,133.43
2002-01-29,133.51
2002-01-30,132.84
2002-01-31,134.06
2002-02-01,133.77
2002-02-04,132.71
2002-02-05,133.90
2002-02-06,133.72
2002-02-07,133.49
2002-02-08,134.77
2002-02-11,133.62
2002-02-12,132.82
2002-02-13,133.23
2002-02-14,132.26
2002-02-15,132.76
2002-02-18,.
2002-02-19,133.45
2002-02-20,133.76
2002-02-21,134.27
2002-02-22,133.85
2002-02-25,133.89
2002-02-26,134.35
2002-02-27,134.63
2002-02-28,133.96
2002-03-01,133.35
2002-03-04,132.20
2002-03-05,132.31
2002-03-06,130.85
2002-03-07,127.07
2002-03-08,128.21
2002-03-11,128.08
2002-03-12,128.67
2002-03-13,129.43
2002-03-14,128.94
2002-03-15,129.10
2002-03-18,131.27
2002-03-19,132.30
2002-03-20,131.60
2002-03-21,131.86
2002-03-22,132.88
2002-03-25,133.46
2002-03-26,132.78
2002-03-27,132.61
2002-03-28,132.61
2002-03-29,132.70
2002-04-01,133.32
2002-04-02,133.40
2002-04-03,132.65
2002-04-04,132.30
2002-04-05,131.73
2002-04-08,131.27
2002-04-09,131.03
2002-04-10,130.75
2002-04-11,131.55
2002-04-12,132.09
2002-04-15,131.95
2002-04-16,131.19
2002-04-17,130.70
2002-04-18,129.84
2002-04-19,130.50
2002-04-22,129.90
2002-04-23,129.89
2002-04-24,129.76
2002-04-25,128.40
2002-04-26,128.18
2002-04-29,128.13
2002-04-30,128.45
2002-05-01,127.45
2002-05-02,128.02
2002-05-03,127.21
2002-05-06,127.27
2002-05-07,127.80
2002-05-08,128.64
2002-05-09,128.36
2002-05-10,127.89
2002-05-13,127.69
2002-05-14,128.66
2002-05-15,127.92
2002-05-16,128.19
2002-05-17,126.03
2002-05-20,125.64
2002-05-21,123.83
2002-05-22,124.16
2002-05-23,124.84
2002-05-24,124.71
2002-05-27,.
2002-05-28,124.38
2002-05-29,124.35
2002-05-30,123.08
2002-05-31,124.13
2002-06-03,123.69
2002-06-04,123.95
2002-06-05,124.40
2002-06-06,124.34
2002-06-07,124.49
2002-06-10,124.60
2002-06-11,125.56
2002-06-12,125.64
2002-06-13,125.12
2002-06-14,124.25
2002-06-17,124.37
2002-06-18,124.56
2002-06-19,124.04
2002-06-20,123.33
2002-06-21,121.23
2002-06-24,121.28
2002-06-25,121.90
2002-06-26,119.83
2002-06-27,119.38
2002-06-28,119.85
