DATE,DEXJPUS
1973-06-01,264.06
1973-06-04,262.88
1973-06-05,262.88
1973-06-06,264.13
1973-06-07,264.27
1973-06-08,264.41
1973-06-11,264.69
1973-06-12,264.69
1973-06-13,264.62
1973-06-14,264.69
1973-06-15,264.69
1973-06-18,264.69
1973-06-19,264.83
1973-06-20,264.97
1973-06-21,265.04
1973-06-22,265.04
1973-06-25,265.18
1973-06-26,265.18
1973-06-27,265.18
1973-06-28,265.18
1973-06-29,263.16
1973-07-02,265.25
1973-07-03,265.04
1973-07-04,.
1973-07-05,265.11
1973-07-06,262.12
1973-07-09,259.40
1973-07-10,263.16
1973-07-11,264.83
1973-07-12,264.76
1973-07-13,265.04
1973-07-16,265.11
1973-07-17,265.25
1973-07-18,265.11
1973-07-19,265.18
1973-07-20,265.60
1973-07-23,266.17
1973-07-24,265.60
1973-07-25,265.53
1973-07-26,265.60
1973-07-27,264.76
1973-07-30,263.57
1973-07-31,263.44
1973-08-01,263.44
1973-08-02,264.76
1973-08-03,265.39
1973-08-06,265.11
1973-08-07,265.25
1973-08-08,265.18
1973-08-09,265.11
1973-08-10,265.25
1973-08-13,265.46
1973-08-14,265.46
1973-08-15,265.46
1973-08-16,265.39
1973-08-17,265.53
1973-08-20,265.60
1973-08-21,265.18
1973-08-22,265.25
1973-08-23,265.25
1973-08-24,265.25
1973-08-27,265.32
1973-08-28,265.32
1973-08-29,265.32
1973-08-30,265.39
1973-08-31,265.39
1973-09-03,.
1973-09-04,265.46
1973-09-05,265.39
1973-09-06,265.39
1973-09-07,265.39
1973-09-10,265.39
1973-09-11,265.46
1973-09-12,265.60
1973-09-13,265.60
1973-09-14,265.60
1973-09-17,265.53
1973-09-18,265.53
1973-09-19,265.46
1973-09-20,265.39
1973-09-21,265.25
1973-09-24,265.39
1973-09-25,265.46
1973-09-26,265.53
1973-09-27,265.60
1973-09-28,265.60
1973-10-01,265.60
1973-10-02,265.75
1973-10-03,265.89
1973-10-04,265.96
1973-10-05,266.17
1973-10-08,.
1973-10-09,266.31
1973-10-10,266.31
1973-10-11,266.24
1973-10-12,266.24
1973-10-15,266.45
1973-10-16,266.45
1973-10-17,266.38
1973-10-18,266.31
1973-10-19,266.38
1973-10-22,.
1973-10-23,266.45
1973-10-24,266.38
1973-10-25,266.45
1973-10-26,266.67
1973-10-29,266.74
1973-10-30,266.95
1973-10-31,266.95
1973-11-01,270.27
1973-11-02,276.01
1973-11-05,275.18
1973-11-06,.
1973-11-07,275.18
1973-11-08,275.25
1973-11-09,275.33
1973-11-12,275.25
1973-11-13,280.19
1973-11-14,280.66
1973-11-15,280.27
1973-11-16,280.11
1973-11-19,280.11
1973-11-20,280.43
1973-11-21,280.11
1973-11-22,.
1973-11-23,280.66
1973-11-26,280.11
1973-11-27,280.11
1973-11-28,279.80
1973-11-29,280.11
1973-11-30,280.11
1973-12-03,280.11
1973-12-04,280.11
1973-12-05,280.11
1973-12-06,280.11
1973-12-07,280.11
1973-12-10,280.11
1973-12-11,280.11
1973-12-12,280.03
1973-12-13,280.11
1973-12-14,280.11
1973-12-17,280.11
1973-12-18,280.11
1973-12-19,280.11
1973-12-20,280.11
1973-12-21,280.11
1973-12-24,280.35
1973-12-25,.
1973-12-26,280.27
1973-12-27,280.66
1973-12-28,280.43
1973-12-31,280.27
1974-01-01,.
1974-01-02,280.82
1974-01-03,283.69
1974-01-04,282.09
1974-01-07,300.30
1974-01-08,299.94
1974-01-09,299.94
1974-01-10,299.94
1974-01-11,300.03
1974-01-14,300.12
1974-01-15,300.12
1974-01-16,300.12
1974-01-17,300.12
1974-01-18,300.12
1974-01-21,305.34
1974-01-22,304.88
1974-01-23,303.58
1974-01-24,300.12
1974-01-25,299.80
1974-01-28,299.85
1974-01-29,300.03
1974-01-30,299.22
1974-01-31,298.77
1974-02-01,298.86
1974-02-04,297.00
1974-02-05,293.69
1974-02-06,297.62
1974-02-07,296.82
1974-02-08,296.30
1974-02-11,295.51
1974-02-12,.
1974-02-13,291.89
1974-02-14,291.55
1974-02-15,293.17
1974-02-18,.
1974-02-19,290.11
1974-02-20,289.02
1974-02-21,282.09
1974-02-22,280.58
1974-02-25,283.37
1974-02-26,286.53
1974-02-27,287.03
1974-02-28,288.43
1974-03-01,292.06
1974-03-04,292.74
1974-03-05,289.44
1974-03-06,287.03
1974-03-07,286.86
1974-03-08,287.19
1974-03-11,285.71
1974-03-12,281.69
1974-03-13,282.33
1974-03-14,282.89
1974-03-15,282.49
1974-03-18,281.93
1974-03-19,280.98
1974-03-20,280.19
1974-03-21,279.10
1974-03-22,276.78
1974-03-25,275.18
1974-03-26,274.88
1974-03-27,275.48
1974-03-28,274.42
1974-03-29,276.09
1974-04-01,280.11
1974-04-02,275.48
1974-04-03,275.86
1974-04-04,278.32
1974-04-05,279.33
1974-04-08,278.01
1974-04-09,279.25
1974-04-10,278.01
1974-04-11,276.78
1974-04-12,278.55
1974-04-15,278.55
1974-04-16,276.93
1974-04-17,276.40
1974-04-18,276.40
1974-04-19,276.93
1974-04-22,277.39
1974-04-23,275.56
1974-04-24,276.24
1974-04-25,278.16
1974-04-26,279.80
1974-04-29,279.33
1974-04-30,279.64
1974-05-01,279.41
1974-05-02,279.96
1974-05-03,279.80
1974-05-06,279.41
1974-05-07,279.56
1974-05-08,277.62
1974-05-09,277.62
1974-05-10,277.62
1974-05-13,277.62
1974-05-14,277.78
1974-05-15,277.39
1974-05-16,277.62
1974-05-17,277.70
1974-05-20,278.24
1974-05-21,279.10
1974-05-22,279.88
1974-05-23,279.56
1974-05-24,279.49
1974-05-27,.
1974-05-28,279.33
1974-05-29,279.72
1974-05-30,280.90
1974-05-31,281.93
1974-06-03,283.69
1974-06-04,282.89
1974-06-05,281.85
1974-06-06,281.93
1974-06-07,282.65
1974-06-10,282.17
1974-06-11,282.25
1974-06-12,282.97
1974-06-13,282.49
1974-06-14,282.57
1974-06-17,282.73
1974-06-18,282.73
1974-06-19,282.65
1974-06-20,282.89
1974-06-21,283.21
1974-06-24,283.61
1974-06-25,283.85
1974-06-26,284.09
1974-06-27,283.93
1974-06-28,284.25
1974-07-01,285.31
1974-07-02,286.61
1974-07-03,285.88
1974-07-04,.
1974-07-05,287.36
1974-07-08,287.94
1974-07-09,288.43
1974-07-10,290.70
1974-07-11,291.97
1974-07-12,289.18
1974-07-15,288.85
1974-07-16,288.10
1974-07-17,289.94
1974-07-18,290.36
1974-07-19,290.70
1974-07-22,291.29
1974-07-23,292.74
1974-07-24,292.83
1974-07-25,293.94
1974-07-26,295.42
1974-07-29,298.24
1974-07-30,297.53
1974-07-31,298.24
1974-08-01,299.58
1974-08-02,300.12
1974-08-05,300.21
1974-08-06,300.75
1974-08-07,302.11
1974-08-08,302.75
1974-08-09,302.57
1974-08-12,302.11
1974-08-13,301.84
1974-08-14,302.48
1974-08-15,302.75
1974-08-16,302.94
1974-08-19,303.12
1974-08-20,303.12
1974-08-21,303.49
1974-08-22,303.86
1974-08-23,303.12
1974-08-26,302.85
1974-08-27,302.11
1974-08-28,302.48
1974-08-29,302.94
1974-08-30,302.94
1974-09-02,.
1974-09-03,302.66
1974-09-04,302.75
1974-09-05,302.57
1974-09-06,302.66
1974-09-09,302.48
1974-09-10,302.75
1974-09-11,302.11
1974-09-12,301.20
1974-09-13,299.58
1974-09-16,299.40
1974-09-17,296.12
1974-09-18,296.03
1974-09-19,296.82
1974-09-20,295.86
1974-09-23,295.86
1974-09-24,294.81
1974-09-25,296.21
1974-09-26,296.74
1974-09-27,296.74
1974-09-30,298.33
1974-10-01,298.15
1974-10-02,297.97
1974-10-03,299.04
1974-10-04,299.04
1974-10-07,300.03
1974-10-08,299.76
1974-10-09,298.69
1974-10-10,298.77
1974-10-11,299.13
1974-10-14,.
1974-10-15,299.13
1974-10-16,299.04
1974-10-17,298.95
1974-10-18,299.31
1974-10-21,299.67
1974-10-22,299.94
1974-10-23,299.67
1974-10-24,299.94
1974-10-25,299.85
1974-10-28,300.12
1974-10-29,299.94
1974-10-30,299.94
1974-10-31,299.94
1974-11-01,300.48
1974-11-04,300.48
1974-11-05,.
1974-11-06,300.48
1974-11-07,299.76
1974-11-08,299.67
1974-11-11,.
1974-11-12,300.30
1974-11-13,300.12
1974-11-14,300.30
1974-11-15,299.94
1974-11-18,299.67
1974-11-19,299.94
1974-11-20,299.94
1974-11-21,299.94
1974-11-22,299.85
1974-11-25,300.21
1974-11-26,300.12
1974-11-27,299.85
1974-11-28,.
1974-11-29,300.30
1974-12-02,300.39
1974-12-03,300.03
1974-12-04,299.76
1974-12-05,300.03
1974-12-06,299.94
1974-12-09,299.85
1974-12-10,299.76
1974-12-11,299.76
1974-12-12,300.03
1974-12-13,300.03
1974-12-16,300.30
1974-12-17,300.48
1974-12-18,300.66
1974-12-19,300.84
1974-12-20,301.11
1974-12-23,301.02
1974-12-24,301.20
1974-12-25,.
1974-12-26,301.11
1974-12-27,300.75
1974-12-30,300.57
1974-12-31,301.02
1975-01-01,.
1975-01-02,300.66
1975-01-03,300.84
1975-01-06,301.02
1975-01-07,300.93
1975-01-08,300.75
1975-01-09,300.84
1975-01-10,300.84
1975-01-13,300.93
1975-01-14,300.93
1975-01-15,301.02
1975-01-16,300.75
1975-01-17,300.84
1975-01-20,301.02
1975-01-21,300.84
1975-01-22,300.30
1975-01-23,299.67
1975-01-24,295.33
1975-01-27,294.99
1975-01-28,297.44
1975-01-29,297.35
1975-01-30,297.80
1975-01-31,297.97
1975-02-03,297.44
1975-02-04,297.09
1975-02-05,297.27
1975-02-06,297.00
1975-02-07,295.60
1975-02-10,292.40
1975-02-11,291.63
1975-02-12,.
1975-02-13,292.83
1975-02-14,293.26
1975-02-17,.
1975-02-18,293.34
1975-02-19,291.55
1975-02-20,291.12
1975-02-21,289.52
1975-02-24,285.88
1975-02-25,285.96
1975-02-26,285.63
1975-02-27,285.88
1975-02-28,286.45
1975-03-03,285.39
1975-03-04,284.66
1975-03-05,285.23
1975-03-06,285.71
1975-03-07,285.96
1975-03-10,286.21
1975-03-11,286.12
1975-03-12,287.27
1975-03-13,288.85
1975-03-14,288.10
1975-03-17,286.53
1975-03-18,287.19
1975-03-19,288.18
1975-03-20,287.19
1975-03-21,287.44
1975-03-24,287.77
1975-03-25,290.02
1975-03-26,290.53
1975-03-27,292.06
1975-03-28,292.48
1975-03-31,294.03
1975-04-01,290.87
1975-04-02,291.55
1975-04-03,292.31
1975-04-04,292.23
1975-04-07,291.97
1975-04-08,291.89
1975-04-09,291.89
1975-04-10,291.80
1975-04-11,291.12
1975-04-14,291.29
1975-04-15,290.95
1975-04-16,291.38
1975-04-17,291.72
1975-04-18,291.80
1975-04-21,292.83
1975-04-22,292.83
1975-04-23,292.74
1975-04-24,292.83
1975-04-25,293.69
1975-04-28,294.55
1975-04-29,293.86
1975-04-30,292.23
1975-05-01,292.14
1975-05-02,290.36
1975-05-05,290.44
1975-05-06,291.38
1975-05-07,291.21
1975-05-08,291.38
1975-05-09,291.46
1975-05-12,291.29
1975-05-13,291.46
1975-05-14,291.80
1975-05-15,291.63
1975-05-16,291.55
1975-05-19,291.80
1975-05-20,292.23
1975-05-21,292.06
1975-05-22,291.89
1975-05-23,291.04
1975-05-26,.
1975-05-27,291.29
1975-05-28,290.70
1975-05-29,291.38
1975-05-30,291.55
1975-06-02,291.46
1975-06-03,291.04
1975-06-04,291.29
1975-06-05,292.23
1975-06-06,291.80
1975-06-09,291.80
1975-06-10,291.89
1975-06-11,291.89
1975-06-12,292.48
1975-06-13,292.65
1975-06-16,294.12
1975-06-17,293.43
1975-06-18,294.12
1975-06-19,294.12
1975-06-20,293.94
1975-06-23,294.72
1975-06-24,295.33
1975-06-25,297.00
1975-06-26,295.77
1975-06-27,296.03
1975-06-30,295.68
1975-07-01,295.68
1975-07-02,295.51
1975-07-03,295.42
1975-07-04,.
1975-07-07,295.51
1975-07-08,295.68
1975-07-09,295.95
1975-07-10,296.12
1975-07-11,296.12
1975-07-14,295.86
1975-07-15,295.86
1975-07-16,296.03
1975-07-17,296.30
1975-07-18,296.21
1975-07-21,296.12
1975-07-22,296.47
1975-07-23,296.82
1975-07-24,297.62
1975-07-25,296.65
1975-07-28,297.80
1975-07-29,297.35
1975-07-30,297.44
1975-07-31,297.71
1975-08-01,297.89
1975-08-04,297.97
1975-08-05,297.97
1975-08-06,298.06
1975-08-07,297.97
1975-08-08,297.62
1975-08-11,297.80
1975-08-12,298.06
1975-08-13,297.97
1975-08-14,297.97
1975-08-15,297.97
1975-08-18,298.15
1975-08-19,298.06
1975-08-20,297.97
1975-08-21,297.89
1975-08-22,297.97
1975-08-25,298.06
1975-08-26,298.15
1975-08-27,297.97
1975-08-28,298.06
1975-08-29,297.97
1975-09-01,.
1975-09-02,297.97
1975-09-03,297.80
1975-09-04,297.89
1975-09-05,297.97
1975-09-08,297.97
1975-09-09,298.06
1975-09-10,297.97
1975-09-11,298.06
1975-09-12,298.06
1975-09-15,298.06
1975-09-16,298.06
1975-09-17,298.33
1975-09-18,300.48
1975-09-19,301.57
1975-09-22,302.94
1975-09-23,303.31
1975-09-24,303.12
1975-09-25,302.66
1975-09-26,301.75
1975-09-29,303.21
1975-09-30,302.85
1975-10-01,302.57
1975-10-02,302.66
1975-10-03,303.03
1975-10-06,303.12
1975-10-07,302.94
1975-10-08,303.12
1975-10-09,303.03
1975-10-10,302.94
1975-10-13,.
1975-10-14,302.66
1975-10-15,302.94
1975-10-16,302.94
1975-10-17,302.76
1975-10-20,302.48
1975-10-21,301.11
1975-10-22,301.57
1975-10-23,301.84
1975-10-24,301.66
1975-10-27,301.57
1975-10-28,301.48
1975-10-29,301.57
1975-10-30,301.66
1975-10-31,301.75
1975-11-03,301.75
1975-11-04,.
1975-11-05,301.84
1975-11-06,301.75
1975-11-07,301.75
1975-11-10,302.30
1975-11-11,.
1975-11-12,301.93
1975-11-13,302.21
1975-11-14,302.57
1975-11-17,302.66
1975-11-18,302.94
1975-11-19,303.12
1975-11-20,302.94
1975-11-21,303.12
1975-11-24,302.94
1975-11-25,303.12
1975-11-26,303.21
1975-11-27,.
1975-11-28,303.12
1975-12-01,304.41
1975-12-02,304.41
1975-12-03,305.06
1975-12-04,304.97
1975-12-05,306.75
1975-12-08,306.84
1975-12-09,306.19
1975-12-10,306.09
1975-12-11,305.90
1975-12-12,305.90
1975-12-15,306.00
1975-12-16,305.53
1975-12-17,305.62
1975-12-18,305.62
1975-12-19,306.09
1975-12-22,306.09
1975-12-23,306.00
1975-12-24,305.90
1975-12-25,.
1975-12-26,305.90
1975-12-29,305.25
1975-12-30,305.06
1975-12-31,305.16
1976-01-01,.
1976-01-02,305.06
1976-01-05,305.16
1976-01-06,305.06
1976-01-07,305.25
1976-01-08,305.62
1976-01-09,306.00
1976-01-12,305.16
1976-01-13,305.25
1976-01-14,305.34
1976-01-15,305.25
1976-01-16,305.25
1976-01-19,304.14
1976-01-20,303.86
1976-01-21,304.41
1976-01-22,304.14
1976-01-23,304.04
1976-01-26,303.77
1976-01-27,303.67
1976-01-28,303.58
1976-01-29,303.67
1976-01-30,303.67
1976-02-02,303.21
1976-02-03,302.76
1976-02-04,300.57
1976-02-05,300.57
1976-02-06,301.39
1976-02-09,300.75
1976-02-10,300.66
1976-02-11,300.12
1976-02-12,.
1976-02-13,300.75
1976-02-16,.
1976-02-17,301.57
1976-02-18,301.66
1976-02-19,301.75
1976-02-20,302.11
1976-02-23,302.57
1976-02-24,302.02
1976-02-25,302.02
1976-02-26,302.11
1976-02-27,302.11
1976-03-01,301.66
1976-03-02,301.66
1976-03-03,301.57
1976-03-04,301.66
1976-03-05,301.57
1976-03-08,300.75
1976-03-09,301.11
1976-03-10,301.30
1976-03-11,301.30
1976-03-12,300.84
1976-03-15,300.66
1976-03-16,300.57
1976-03-17,299.94
1976-03-18,299.94
1976-03-19,299.67
1976-03-22,299.85
1976-03-23,299.76
1976-03-24,299.76
1976-03-25,299.67
1976-03-26,299.58
1976-03-29,299.67
1976-03-30,299.85
1976-03-31,299.58
1976-04-01,299.49
1976-04-02,299.31
1976-04-05,299.31
1976-04-06,299.04
1976-04-07,298.86
1976-04-08,297.44
1976-04-09,297.89
1976-04-12,298.42
1976-04-13,298.60
1976-04-14,298.06
1976-04-15,299.40
1976-04-16,299.31
1976-04-19,300.03
1976-04-20,299.49
1976-04-21,299.58
1976-04-22,299.67
1976-04-23,299.76
1976-04-26,299.85
1976-04-27,299.31
1976-04-28,299.22
1976-04-29,299.31
1976-04-30,299.04
1976-05-03,298.95
1976-05-04,297.89
1976-05-05,297.97
1976-05-06,298.24
1976-05-07,298.51
1976-05-10,298.42
1976-05-11,298.42
1976-05-12,298.69
1976-05-13,298.95
1976-05-14,298.78
1976-05-17,299.31
1976-05-18,299.13
1976-05-19,299.22
1976-05-20,299.40
1976-05-21,299.58
1976-05-24,299.58
1976-05-25,299.58
1976-05-26,299.76
1976-05-27,299.67
1976-05-28,300.03
1976-05-31,.
1976-06-01,300.39
1976-06-02,300.30
1976-06-03,300.48
1976-06-04,300.39
1976-06-07,300.30
1976-06-08,300.12
1976-06-09,299.94
1976-06-10,299.94
1976-06-11,300.03
1976-06-14,299.94
1976-06-15,299.76
1976-06-16,299.85
1976-06-17,300.03
1976-06-18,299.31
1976-06-21,299.31
1976-06-22,299.22
1976-06-23,296.82
1976-06-24,297.27
1976-06-25,297.80
1976-06-28,296.03
1976-06-29,297.00
1976-06-30,297.97
1976-07-01,296.91
1976-07-02,297.18
1976-07-05,.
1976-07-06,296.38
1976-07-07,296.65
1976-07-08,296.47
1976-07-09,296.74
1976-07-12,296.38
1976-07-13,294.90
1976-07-14,292.65
1976-07-15,293.17
1976-07-16,294.03
1976-07-19,293.69
1976-07-20,293.34
1976-07-21,293.60
1976-07-22,293.69
1976-07-23,293.94
1976-07-26,293.51
1976-07-27,293.86
1976-07-28,293.51
1976-07-29,293.60
1976-07-30,293.26
1976-08-02,292.91
1976-08-03,292.91
1976-08-04,292.83
1976-08-05,293.00
1976-08-06,293.00
1976-08-09,292.65
1976-08-10,292.83
1976-08-11,292.57
1976-08-12,292.65
1976-08-13,291.12
1976-08-16,290.36
1976-08-17,287.85
1976-08-18,288.27
1976-08-19,288.77
1976-08-20,289.35
1976-08-23,289.77
1976-08-24,288.43
1976-08-25,288.85
1976-08-26,288.93
1976-08-27,288.60
1976-08-30,288.77
1976-08-31,289.35
1976-09-01,288.93
1976-09-02,288.68
1976-09-03,287.77
1976-09-06,.
1976-09-07,287.77
1976-09-08,287.60
1976-09-09,286.04
1976-09-10,286.94
1976-09-13,286.62
1976-09-14,286.53
1976-09-15,286.12
1976-09-16,286.70
1976-09-17,287.27
1976-09-20,287.11
1976-09-21,288.02
1976-09-22,287.11
1976-09-23,287.77
1976-09-24,287.85
1976-09-27,287.60
1976-09-28,287.52
1976-09-29,287.77
1976-09-30,286.86
1976-10-01,287.11
1976-10-04,287.27
1976-10-05,287.44
1976-10-06,288.02
1976-10-07,288.10
1976-10-08,288.77
1976-10-11,.
1976-10-12,289.86
1976-10-13,290.36
1976-10-14,292.31
1976-10-15,293.00
1976-10-18,292.48
1976-10-19,292.23
1976-10-20,292.14
1976-10-21,292.74
1976-10-22,293.69
1976-10-25,293.34
1976-10-26,293.77
1976-10-27,293.17
1976-10-28,293.60
1976-10-29,294.38
1976-11-01,295.86
1976-11-02,.
1976-11-03,295.16
1976-11-04,295.33
1976-11-05,294.99
1976-11-08,293.77
1976-11-09,294.29
1976-11-10,294.38
1976-11-11,.
1976-11-12,294.64
1976-11-15,294.72
1976-11-16,295.16
1976-11-17,295.07
1976-11-18,295.16
1976-11-19,295.42
1976-11-22,295.07
1976-11-23,295.42
1976-11-24,295.42
1976-11-25,.
1976-11-26,295.51
1976-11-29,295.68
1976-11-30,297.09
1976-12-01,296.91
1976-12-02,296.82
1976-12-03,297.89
1976-12-06,296.56
1976-12-07,296.38
1976-12-08,296.30
1976-12-09,295.77
1976-12-10,294.81
1976-12-13,294.72
1976-12-14,295.33
1976-12-15,294.72
1976-12-16,295.51
1976-12-17,294.64
1976-12-20,293.60
1976-12-21,293.94
1976-12-22,293.86
1976-12-23,293.43
1976-12-24,293.51
1976-12-27,292.31
1976-12-28,292.14
1976-12-29,292.91
1976-12-30,293.00
1976-12-31,293.08
1977-01-03,292.48
1977-01-04,291.72
1977-01-05,292.31
1977-01-06,292.91
1977-01-07,292.83
1977-01-10,292.48
1977-01-11,292.48
1977-01-12,292.40
1977-01-13,292.57
1977-01-14,292.06
1977-01-17,291.72
1977-01-18,291.21
1977-01-19,289.60
1977-01-20,290.28
1977-01-21,290.44
1977-01-24,290.11
1977-01-25,289.27
1977-01-26,288.18
1977-01-27,289.10
1977-01-28,289.52
1977-01-31,288.43
1977-02-01,288.02
1977-02-02,288.27
1977-02-03,288.35
1977-02-04,288.10
1977-02-07,287.94
1977-02-08,287.11
1977-02-09,285.96
1977-02-10,285.63
1977-02-11,285.06
1977-02-14,281.69
1977-02-15,283.93
1977-02-16,283.77
1977-02-17,282.97
1977-02-18,283.45
1977-02-21,.
1977-02-22,283.37
1977-02-23,283.45
1977-02-24,283.53
1977-02-25,282.01
1977-02-28,282.81
1977-03-01,282.49
1977-03-02,281.53
1977-03-03,281.29
1977-03-04,282.09
1977-03-07,281.93
1977-03-08,282.09
1977-03-09,282.33
1977-03-10,282.01
1977-03-11,282.01
1977-03-14,281.21
1977-03-15,281.53
1977-03-16,281.85
1977-03-17,281.69
1977-03-18,280.82
1977-03-21,279.10
1977-03-22,278.94
1977-03-23,277.24
1977-03-24,278.47
1977-03-25,278.32
1977-03-28,276.85
1977-03-29,276.63
1977-03-30,277.24
1977-03-31,277.55
1977-04-01,276.17
1977-04-04,274.65
1977-04-05,273.00
1977-04-06,273.22
1977-04-07,273.60
1977-04-08,273.22
1977-04-11,271.30
1977-04-12,270.71
1977-04-13,272.55
1977-04-14,273.37
1977-04-15,273.82
1977-04-18,275.33
1977-04-19,275.79
1977-04-20,278.78
1977-04-21,276.85
1977-04-22,277.78
1977-04-25,278.01
1977-04-26,278.32
1977-04-27,278.01
1977-04-28,277.09
1977-04-29,277.78
1977-05-02,278.01
1977-05-03,278.16
1977-05-04,276.70
1977-05-05,275.94
1977-05-06,276.85
1977-05-09,278.01
1977-05-10,277.47
1977-05-11,277.93
1977-05-12,278.01
1977-05-13,277.62
1977-05-16,277.70
1977-05-17,277.55
1977-05-18,277.39
1977-05-19,276.97
1977-05-20,277.24
1977-05-23,277.55
1977-05-24,277.78
1977-05-25,277.39
1977-05-26,277.12
1977-05-27,277.28
1977-05-30,.
1977-05-31,277.28
1977-06-01,277.32
1977-06-02,276.55
1977-06-03,276.28
1977-06-06,275.18
1977-06-07,275.56
1977-06-08,274.42
1977-06-09,273.75
1977-06-10,273.67
1977-06-13,271.81
1977-06-14,272.33
1977-06-15,272.78
1977-06-16,272.44
1977-06-17,272.70
1977-06-20,272.78
1977-06-21,272.44
1977-06-22,271.74
1977-06-23,271.81
1977-06-24,272.00
1977-06-27,271.48
1977-06-28,270.86
1977-06-29,267.45
1977-06-30,267.59
1977-07-01,267.13
1977-07-04,.
1977-07-05,264.90
1977-07-06,265.39
1977-07-07,264.69
1977-07-08,264.76
1977-07-11,263.09
1977-07-12,264.48
1977-07-13,264.27
1977-07-14,.
1977-07-15,265.32
1977-07-18,263.99
1977-07-19,264.27
1977-07-20,264.83
1977-07-21,264.76
1977-07-22,264.24
1977-07-25,264.34
1977-07-26,264.41
1977-07-27,264.76
1977-07-28,265.96
1977-07-29,266.81
1977-08-01,267.13
1977-08-02,266.52
1977-08-03,265.57
1977-08-04,265.53
1977-08-05,265.85
1977-08-08,266.24
1977-08-09,265.96
1977-08-10,266.06
1977-08-11,265.96
1977-08-12,266.38
1977-08-15,267.92
1977-08-16,267.67
1977-08-17,266.74
1977-08-18,266.74
1977-08-19,267.27
1977-08-22,266.70
1977-08-23,266.77
1977-08-24,266.21
1977-08-25,267.31
1977-08-26,267.09
1977-08-29,267.06
1977-08-30,267.40
1977-08-31,267.50
1977-09-01,268.17
1977-09-02,267.97
1977-09-05,.
1977-09-06,267.59
1977-09-07,266.81
1977-09-08,266.88
1977-09-09,266.84
1977-09-12,266.67
1977-09-13,266.84
1977-09-14,267.13
1977-09-15,267.06
1977-09-16,267.09
1977-09-19,266.92
1977-09-20,266.88
1977-09-21,266.88
1977-09-22,266.81
1977-09-23,266.81
1977-09-26,266.70
1977-09-27,266.63
1977-09-28,266.67
1977-09-29,265.11
1977-09-30,263.71
1977-10-03,260.72
1977-10-04,260.82
1977-10-05,261.10
1977-10-06,258.55
1977-10-07,257.60
1977-10-10,.
1977-10-11,257.80
1977-10-12,256.81
1977-10-13,254.97
1977-10-14,253.00
1977-10-17,252.53
1977-10-18,252.21
1977-10-19,254.45
1977-10-20,254.19
1977-10-21,254.32
1977-10-24,251.95
1977-10-25,252.33
1977-10-26,251.60
1977-10-27,250.31
1977-10-28,250.50
1977-10-31,249.13
1977-11-01,246.73
1977-11-02,248.32
1977-11-03,247.74
1977-11-04,249.00
1977-11-07,248.69
1977-11-08,.
1977-11-09,247.10
1977-11-10,246.18
1977-11-11,.
1977-11-14,245.10
1977-11-15,245.28
1977-11-16,245.25
1977-11-17,245.40
1977-11-18,243.49
1977-11-21,242.78
1977-11-22,240.64
1977-11-23,239.75
1977-11-24,.
1977-11-25,239.98
1977-11-28,240.24
1977-11-29,243.66
1977-11-30,244.02
1977-12-01,243.07
1977-12-02,242.51
1977-12-05,242.01
1977-12-06,241.60
1977-12-07,241.43
1977-12-08,241.72
1977-12-09,242.37
1977-12-12,241.78
1977-12-13,240.53
1977-12-14,237.81
1977-12-15,239.12
1977-12-16,240.59
1977-12-19,241.02
1977-12-20,240.50
1977-12-21,240.38
1977-12-22,241.55
1977-12-23,241.66
1977-12-26,.
1977-12-27,241.37
1977-12-28,240.44
1977-12-29,240.04
1977-12-30,239.98
1978-01-02,.
1978-01-03,237.59
1978-01-04,237.42
1978-01-05,241.08
1978-01-06,240.38
1978-01-09,241.46
1978-01-10,241.49
1978-01-11,240.50
1978-01-12,241.60
1978-01-13,241.49
1978-01-16,241.60
1978-01-17,242.01
1978-01-18,242.42
1978-01-19,242.13
1978-01-20,241.85
1978-01-23,241.46
1978-01-24,241.66
1978-01-25,241.25
1978-01-26,240.56
1978-01-27,241.37
1978-01-30,241.78
1978-01-31,241.60
1978-02-01,241.60
1978-02-02,241.81
1978-02-03,241.84
1978-02-06,241.14
1978-02-07,241.43
1978-02-08,241.49
1978-02-09,241.55
1978-02-10,241.58
1978-02-13,.
1978-02-14,240.70
1978-02-15,240.67
1978-02-16,240.15
1978-02-17,239.81
1978-02-20,.
1978-02-21,238.41
1978-02-22,238.83
1978-02-23,238.15
1978-02-24,240.21
1978-02-27,239.23
1978-02-28,238.10
1978-03-01,238.27
1978-03-02,238.41
1978-03-03,237.02
1978-03-06,236.41
1978-03-07,235.57
1978-03-08,234.41
1978-03-09,235.02
1978-03-10,235.90
1978-03-13,234.03
1978-03-14,233.05
1978-03-15,233.05
1978-03-16,235.63
1978-03-17,231.00
1978-03-20,231.16
1978-03-21,230.63
1978-03-22,230.36
1978-03-23,230.02
1978-03-24,228.00
1978-03-27,225.23
1978-03-28,225.02
1978-03-29,222.27
1978-03-30,222.37
1978-03-31,229.89
1978-04-03,218.34
1978-04-04,219.30
1978-04-05,218.96
1978-04-06,218.63
1978-04-07,220.12
1978-04-10,219.83
1978-04-11,219.33
1978-04-12,218.72
1978-04-13,219.35
1978-04-14,219.40
1978-04-17,220.60
1978-04-18,221.53
1978-04-19,221.88
1978-04-20,226.76
1978-04-21,225.89
1978-04-24,228.10
1978-04-25,227.58
1978-04-26,225.63
1978-04-27,222.22
1978-04-28,224.97
